"","The.Party.Affiliation","Speaker","p_bt","p_fc","p_ht","p_mt","p_pfic","X","ID","Label","Statement","Subject.s.","Speaker.Job.Title","State.Info","Barely.True.Counts","False.Counts","Half.True.Counts","Mostly.True.Counts","Pants.on.Fire.Counts","Venue.Location","Ts"
"462","democrat","barack-obama",578,569,901,988,179,9656,9658,"mostly-true","We have empowered state insurance commissioners to review the rate hikes that are taking place in states. And in some states like North Carolina, they have already used it and rolled back premium increases by 25 percent.","children,health-care,job-accomplishments","President","Illinois",70,71,160,163,9,"an interview on Comedy Central's ""Daily Show with Jon Stewart""",473
"463","democrat","barack-obama",578,569,901,988,179,9692,9694,"half-true","Under the House Republican budget, if these cuts were to be spread out evenly the year after next, nearly 10 million college students would see their financial aid cut by an average of more than $1,000 each.","education,federal-budget","President","Illinois",70,71,160,163,9,"remarks to a meeting of the Newspaper Association of America",473
"464","democrat","barack-obama",578,569,901,988,179,9765,9767,"true","Says his proposed payroll tax cut will mean an extra $1,500 in your pocket compared to if we do nothing.","economy,jobs,taxes","President","Illinois",70,71,160,163,9,"a speech.",473
"465","democrat","barack-obama",578,569,901,988,179,9767,9769,"half-true","A few months ago when you were asked whats the biggest geopolitical threat facing America, you said Russia.","corrections-and-updates,debates,foreign-policy","President","Illinois",70,71,160,163,9,"a presidential debate",473
"466","democrat","barack-obama",578,569,901,988,179,9792,9794,"true","John McCain decided to stand with George Bush 95 percent of the time (last year).","bush-administration","President","Illinois",70,71,160,163,9,"St. Paul, Minn.",473
"467","democrat","barack-obama",578,569,901,988,179,9817,9819,"mostly-true","Says overwhelming majorities of Americans support gun legislation like background checks.","civil-rights,crime,guns","President","Illinois",70,71,160,163,9,"the State of the Union Address",473
"468","democrat","barack-obama",578,569,901,988,179,9844,9846,"mostly-true","Gov. Romneys plan would cut taxes for the folks at the very top.","message-machine-2012,taxes","President","Illinois",70,71,160,163,9,"an advertisement",473
"469","democrat","barack-obama",578,569,901,988,179,9850,9852,"false","Stimulus tax cuts ""began showing up in paychecks of 4.8 million Indiana households about three months ago.""","stimulus,taxes","President","Illinois",70,71,160,163,9,"a speech in Wakarusa, Ind.",473
"470","democrat","barack-obama",578,569,901,988,179,9871,9873,"half-true","I wrote to Secretary Paulson, I wrote to Federal Reserve Chairman Bernanke [in March 2007], and told them this is something we have to deal with, and nobody did anything about it.","economy","President","Illinois",70,71,160,163,9,"a debate in Nashville, Tenn.",473
"471","democrat","barack-obama",578,569,901,988,179,9878,9880,"true","98 percent of small businesses make less than $250,000 and would not see a tax increase under Barack Obama's plan.","taxes","President","Illinois",70,71,160,163,9,"Hempstead, N.Y.",473
"472","democrat","barack-obama",578,569,901,988,179,9888,9890,"false","Oil companies ...currently have 68-million acres that they're not using.","energy","President","Illinois",70,71,160,163,9,"a debate in Nashville, Tenn.",473
"473","democrat","barack-obama",578,569,901,988,179,9899,9901,"half-true","Mitt Romney said it was tragic to end the war in Iraq.","iraq","President","Illinois",70,71,160,163,9,"a speech at the Democratic National Convention in Charlotte, N.C.",473
"474","democrat","barack-obama",578,569,901,988,179,9913,9915,"mostly-true","Fewer black and Latino men participate in the labor force, compared to young white men.","diversity,economy,jobs","President","Illinois",70,71,160,163,9,"an event at the White House",473
"475","democrat","barack-obama",578,569,901,988,179,9925,9927,"false","I have never said that I don't wear flag pins or refuse to wear flag pins.","patriotism","President","Illinois",70,71,160,163,9,"Philadelphia",473
"476","democrat","barack-obama",578,569,901,988,179,9948,9950,"false","I made a bunch of these promises during the campaign. ... Weve got about 60 percent done in three years.","job-accomplishments,politifacts-top-promises","President","Illinois",70,71,160,163,9,"a speech at a fundraiser",473
"477","democrat","barack-obama",578,569,901,988,179,9961,9963,"mostly-true","The race will tighten, just because that's what happens at the end of campaigns. They always have.","elections","President","Illinois",70,71,160,163,9,"a TV interview",473
"478","democrat","barack-obama",578,569,901,988,179,9977,9979,"barely-true","Republicans dont think its a good idea to make the child care tax credit stronger.","children,taxes","President","Illinois",70,71,160,163,9,"a response to a question during an appearance in Columbus, Ohio.",473
"479","democrat","barack-obama",578,569,901,988,179,10007,10009,"half-true","Says Paul Ryan supports banning all abortions, even in cases of rape or incest.","abortion","President","Illinois",70,71,160,163,9,"a tweet",473
"480","democrat","barack-obama",578,569,901,988,179,10009,10011,"mostly-true","Weve doubled the production of clean energy.","energy","President","Illinois",70,71,160,163,9,"a speech in Knoxville, Tenn.",473
"481","democrat","barack-obama",578,569,901,988,179,10028,10030,"half-true","I've issued a six-month moratorium on deepwater drilling.","energy,oil-spill","President","Illinois",70,71,160,163,9,"an address from the Oval Office",473
"482","democrat","barack-obama",578,569,901,988,179,10031,10033,"barely-true","The reason we even have colleges is that at some point there were politicians who said, You know what? We should start colleges.","education,history","President","Illinois",70,71,160,163,9,"an interview with YouTube celebrity Bethany Mota",473
"483","democrat","barack-obama",578,569,901,988,179,10038,10040,"half-true","On recess appointments.","foreign-policy,legal-issues,workers","President","Illinois",70,71,160,163,9,"a prepared statement",473
"484","democrat","barack-obama",578,569,901,988,179,10085,10087,"half-true","On offshore drilling.","energy","President","Illinois",70,71,160,163,9,"unknown",473
"485","democrat","barack-obama",578,569,901,988,179,10097,10099,"half-true","On attacks by Republicans that various programs in the economic stimulus plan are not stimulative, ""If you add all that stuff up, it accounts for less than 1 percent of the overall package.""","economy,stimulus","President","Illinois",70,71,160,163,9,"interview with CBS News",473
"486","democrat","barack-obama",578,569,901,988,179,10139,10141,"half-true","Because of the steps we took, there are about 2 million Americans working right now who would otherwise be unemployed.","economy,stimulus","President","Illinois",70,71,160,163,9,"his State of the Union address",473
"487","democrat","barack-obama",578,569,901,988,179,10169,10171,"mostly-true","Mitt Romney has proposed cutting his own taxes while raising them on 18 million working families.","taxes","President","Illinois",70,71,160,163,9,"a campaign speech in Ohio",473
"488","democrat","barack-obama",578,569,901,988,179,10174,10176,"barely-true","Obama says his health care plan is ""universal.""","health-care","President","Illinois",70,71,160,163,9,"Las Vegas, Nev.",473
"489","democrat","barack-obama",578,569,901,988,179,10225,10227,"mostly-true","Mitt Romney is proposing a tax plan that would give millionaires another tax break and raises taxes on middle class families by up to $2,000 a year.","message-machine-2012,taxes","President","Illinois",70,71,160,163,9,"a TV ad",473
"490","democrat","barack-obama",578,569,901,988,179,10331,10333,"half-true","When Mitt Romney was governor, Massachusetts lost 40,000 manufacturing jobs, a rate twice the national average, and fell to 47th in job creation, fourth from the bottom.","economy,jobs","President","Illinois",70,71,160,163,9,"campaign ad “We’ve heard it all before,” airing in New Hampshire and around the U.S",473
"491","democrat","barack-obama",578,569,901,988,179,10335,10337,"mostly-true","The Bush administration's latest plans for troop withdrawal from Iraq by 2011 are ""more or less the same time frame I announced two years ago.""","iraq","President","Illinois",70,71,160,163,9,"Chester, Va.",473
"492","democrat","barack-obama",578,569,901,988,179,10363,10365,"half-true","We're borrowing money from China and Saudi Arabia ""to finance this war"" in Iraq.","federal-budget","President","Illinois",70,71,160,163,9,"Cape Girardeau, Mo.",473
"493","democrat","barack-obama",578,569,901,988,179,10377,10379,"mostly-true","We spend more on our military than the next eight nations combined.","federal-budget,military","President","Illinois",70,71,160,163,9,"his 2016 State of the Union address",473
"494","democrat","barack-obama",578,569,901,988,179,10387,10389,"barely-true","In Florida, theyre already talking about how the Ryan-Romney plan will end Medicare and replace it with a voucher.","medicare,message-machine-2012","President","Illinois",70,71,160,163,9,"a radio ad",473
"495","democrat","barack-obama",578,569,901,988,179,10492,10494,"mostly-true","When I talk about (raising the) minimum wage ... half of Republicansagree with it.","economy,jobs,polls","President","Illinois",70,71,160,163,9,"a speech to the Democratic National Committee in Boston",473
"496","democrat","barack-obama",578,569,901,988,179,10511,10513,"false","Fast and Furious began under the Bush administration.","guns","President","Illinois",70,71,160,163,9,"an interview on Univision",473
"497","democrat","barack-obama",578,569,901,988,179,10577,10579,"true","Foreign aid makes up about 1 percent of our entire budget.","federal-budget,foreign-policy","President","Illinois",70,71,160,163,9,"a speech.",473
"498","democrat","barack-obama",578,569,901,988,179,10603,10605,"false","The Bush administration had been giving (auto companies) billions of dollars and just asking nothing in return.","corporations,economy,transportation","President","Illinois",70,71,160,163,9,"a town hall meeting",473
"499","democrat","barack-obama",578,569,901,988,179,10611,10613,"half-true","But it was Hillary Clinton, in an interview with Tom Brokaw, who quote 'paid tribute' to Ronald Reagan's economic and foreign policy.","history","President","Illinois",70,71,160,163,9,"a radio ad in South Carolina",473
"500","democrat","barack-obama",578,569,901,988,179,10619,10621,"barely-true","Veterans can now download their electronic medical records with a click of the mouse.","health-care,technology,veterans","President","Illinois",70,71,160,163,9,"his State of the Union address",473
"501","democrat","barack-obama",578,569,901,988,179,10631,10633,"half-true","Obama says his bill ""reduced welfare rolls nearly 80 percent.""","poverty","President","Illinois",70,71,160,163,9,"a TV ad.",473
"502","democrat","barack-obama",578,569,901,988,179,10644,10646,"half-true","Every dollar we invested in high-quality, early education programs can save more than $7 later on by boosting graduation rates, reducing teen pregnancy, even reducing crime.","children,education","President","Illinois",70,71,160,163,9,"a speech",473
"503","democrat","barack-obama",578,569,901,988,179,10648,10650,"pants-fire","And 100 percent, John, of your ads . . . 100 percent of them have been negative.","candidates-biography","President","Illinois",70,71,160,163,9,"a debate in Hempstead, N.Y.",473
"504","democrat","barack-obama",578,569,901,988,179,10655,10657,"false","The U.S. government spends less on energy innovation ""than the pet food industry invests in its own products.""","energy","President","Illinois",70,71,160,163,9,"the campaign's energy plan.",473
"505","democrat","barack-obama",578,569,901,988,179,10659,10661,"half-true","Henry Kissinger ""said that we should meet with Iran guess what without precondition.""","foreign-policy","President","Illinois",70,71,160,163,9,"the first presidential debate in Oxford, Miss.",473
"506","democrat","barack-obama",578,569,901,988,179,10680,10682,"true","Over the past five years, the American automobile industry has created about 500,000 new jobs.","economy,jobs","President","Illinois",70,71,160,163,9,"a speech in Wayne. Mich.",473
"507","democrat","barack-obama",578,569,901,988,179,10708,10710,"half-true","Because of Barack Obama the mission in Iraq ended.","iraq","President","Illinois",70,71,160,163,9,"a campaign ad",473
"508","democrat","barack-obama",578,569,901,988,179,10713,10715,"half-true","When Mitt Romney was governor, Massachusetts lost 40,000 manufacturing jobs, a rate twice the national average.","economy,history,jobs,message-machine-2012,states","President","Illinois",70,71,160,163,9,"a television ad",473
"509","democrat","barack-obama",578,569,901,988,179,10752,10754,"mostly-true","Says we have now more Border Patrol officers than weve had at any time in our history.","immigration","President","Illinois",70,71,160,163,9,"an interview",473
"510","democrat","barack-obama",578,569,901,988,179,10756,10758,"half-true","Says he will protect your guaranteed benefits in Medicare while Mitt Romney would take away Medicare as guaranteed benefits.","health-care,medicare,message-machine-2012","President","Illinois",70,71,160,163,9,"a campaign commercial",473
"511","democrat","barack-obama",578,569,901,988,179,10775,10777,"barely-true","Says Jonathan Gruber was some adviser who never worked on our staff.","health-care","President","Illinois",70,71,160,163,9,"Brisbane, Australia, for the G20 summit",473
"512","democrat","barack-obama",578,569,901,988,179,10784,10786,"mostly-true","If youre a wealthy CEO or a hedge fund manager in America right now, your taxes are lower than theyve been since the 1950s.","taxes","President","Illinois",70,71,160,163,9,"a press conference",473
"513","democrat","barack-obama",578,569,901,988,179,10827,10829,"true","We are making the largest investment in education in our nations history.","education,stimulus","President","Illinois",70,71,160,163,9,"a bill signing ceremony in Denver.",473
"514","democrat","barack-obama",578,569,901,988,179,10851,10853,"half-true","Americans who get their insurance through the workplace, cost savings could be as much as $3,000 less per employee than if we do nothing.","health-care","President","Illinois",70,71,160,163,9,"a health care speech",473
"515","democrat","barack-obama",578,569,901,988,179,10854,10856,"half-true","On a single-payer health care system.","health-care","President","Illinois",70,71,160,163,9,"public statements",473
"516","democrat","barack-obama",578,569,901,988,179,10861,10863,"mostly-true","There is not a single candidate in the Republican primary that thinks we should do anything about climate change.","climate-change","President","Illinois",70,71,160,163,9,"a press conference",473
"517","democrat","barack-obama",578,569,901,988,179,10866,10868,"true","Says Mitt Romney wants to add $2 trillion to defense budget that the military hasnt asked for.","debates,military","President","Illinois",70,71,160,163,9,"a presidential debate",473
"518","democrat","barack-obama",578,569,901,988,179,10897,10899,"barely-true","Barack Obama ""pays for every dime"" of his spending plans.","federal-budget","President","Illinois",70,71,160,163,9,"Oxford, Miss.",473
"519","democrat","barack-obama",578,569,901,988,179,10945,10947,"barely-true","John Boehner said the jobs of teachers and nurses and police officers and firefighters are government jobs that werent worth saving.","economy,education,states","President","Illinois",70,71,160,163,9,"a speech on Labor Day",473
"520","democrat","barack-obama",578,569,901,988,179,10951,10953,"mostly-true","For the first time in over a decade, business leaders around the world have declared that China is no longer the worlds No. 1 place to invest; America is.","economy,foreign-policy","President","Illinois",70,71,160,163,9,"State of the Union address",473
"521","democrat","barack-obama",578,569,901,988,179,10952,10954,"mostly-true","His proposed budget would ""cut our deficit in half by the end of my first term.""","federal-budget","President","Illinois",70,71,160,163,9,"in a news conference.",473
"522","democrat","barack-obama",578,569,901,988,179,10966,10968,"half-true","In states where the federal government helps run these (health care) marketplaces, the average American will have more than 50 different plans to choose from, with different levels of coverage.","corrections-and-updates,health-care","President","Illinois",70,71,160,163,9,"a speech at Largo, Md.",473
"523","democrat","barack-obama",578,569,901,988,179,10970,10972,"mostly-true","McCain, ""voted against renewable sources of energy, against biofuels, against solar power, against wind power.... ""","energy","President","Illinois",70,71,160,163,9,"Youngstown, Ohio",473
"524","democrat","barack-obama",578,569,901,988,179,10992,10994,"half-true","He's leading by example, refusing contributions from PACs and Washington lobbyists.","ethics","President","Illinois",70,71,160,163,9,"a TV ad.",473
"525","democrat","barack-obama",578,569,901,988,179,11052,11054,"mostly-true","Medicare and Medicaid are the single biggest drivers of the federal deficit and the federal debt by a huge margin.","federal-budget,health-care","President","Illinois",70,71,160,163,9,"a town hall meeting",473
"526","democrat","barack-obama",578,569,901,988,179,11078,11080,"barely-true","We flood communities with so many guns that it is easier for a teenager to buy a Glock than get his hands on a computer or even a book.","guns","President","Illinois",70,71,160,163,9,"a speech at a memorial service in Dallas",473
"527","democrat","barack-obama",578,569,901,988,179,11088,11090,"half-true","Measures in Barack Obama's health plan could ""lower health care costs for the typical family by $2,500 a year.""","health-care","President","Illinois",70,71,160,163,9,"in a television ad",473
"528","democrat","barack-obama",578,569,901,988,179,11105,11107,"false","In eighth grade math, weve fallen to ninth place.","education","President","Illinois",70,71,160,163,9,"a speech on education",473
"529","democrat","barack-obama",578,569,901,988,179,11112,11114,"half-true","In Iraq and Syria, American leadership, including our military power, is stopping (the Islamic States) advance.","foreign-policy,military,terrorism","President","Illinois",70,71,160,163,9,"the State of the Union address",473
"530","democrat","barack-obama",578,569,901,988,179,11113,11115,"half-true","McCain's attacks on Obama are 'not true,' 'false,' 'baloney,' according to media outlets.","foreign-policy","President","Illinois",70,71,160,163,9,"a TV ad",473
"531","democrat","barack-obama",578,569,901,988,179,11121,11123,"true","Says he eliminated an EPA rule that treated spilled milk like it was oil.","agriculture,environment,government-regulation","President","Illinois",70,71,160,163,9,"the State of the Union address",473
"532","democrat","barack-obama",578,569,901,988,179,11126,11128,"half-true","The accuracy of the Obama tax calculator","taxes","President","Illinois",70,71,160,163,9,"campaign Web site",473
"533","democrat","barack-obama",578,569,901,988,179,11176,11178,"barely-true","If you look worldwide, the number of terrorist incidents have not substantially increased.","homeland-security,terrorism","President","Illinois",70,71,160,163,9,"a CNN town hall",473
"534","democrat","barack-obama",578,569,901,988,179,11219,11221,"barely-true","Hillary Clinton ""agrees with (John McCain) in embracing the Bush-Cheney policy of not talking to leaders we don't like.""","foreign-policy","President","Illinois",70,71,160,163,9,"Denver",473
"535","democrat","barack-obama",578,569,901,988,179,11220,11222,"mostly-true","Right now, American oil production is the highest that its been in eight years.","energy","President","Illinois",70,71,160,163,9,"the State of the Union address",473
"536","democrat","barack-obama",578,569,901,988,179,11222,11224,"true","Every four minutes, another American home or business goes solar.","energy","President","Illinois",70,71,160,163,9,"State of the Union speech",473
"537","democrat","barack-obama",578,569,901,988,179,11241,11243,"true","After a decade of decline, this country created over half a million manufacturing jobs in the last two and a half years.","economy,jobs","President","Illinois",70,71,160,163,9,"his acceptance speech at the Democratic National Convention in Charlotte, N.C.",473
"538","democrat","barack-obama",578,569,901,988,179,11246,11248,"mostly-true","Today, we have more boots on the ground near the Southwest border than at any time in our history.","immigration","President","Illinois",70,71,160,163,9,"a speech",473
"539","democrat","barack-obama",578,569,901,988,179,11249,11251,"half-true","(GM and Chrysler) repaid their loans.","candidates-biography,corporations,economy,message-machine-2012,stimulus","President","Illinois",70,71,160,163,9,"in campaign video “The Road We’ve Traveled”",473
"540","democrat","barack-obama",578,569,901,988,179,11306,11308,"half-true","Over the past eight years, the United States has reduced our total carbon pollution more than any other nation on Earth.","energy,environment,foreign-policy","President","Illinois",70,71,160,163,9,"the State of the Union address",473
"541","democrat","barack-obama",578,569,901,988,179,11307,11309,"true","More than half of all black children live in single-parent households, a number that has doubled doubled since we were children.","families","President","Illinois",70,71,160,163,9,"a speech at a Chicago church",473
"542","democrat","barack-obama",578,569,901,988,179,11320,11322,"false","Throughout, we have kept Congress fully informed of our efforts to create a legal framework on counterterrorism.","legal-issues,terrorism","President","Illinois",70,71,160,163,9,"the State of the Union Address",473
"543","democrat","barack-obama",578,569,901,988,179,11362,11364,"false","We've excluded lobbyists from policymaking jobs.","ethics","President","Illinois",70,71,160,163,9,"his State of the Union address",473
"544","democrat","barack-obama",578,569,901,988,179,11365,11367,"half-true","Social Security and other federal checks may not go out on Aug. 3 if the debt ceiling is not increased.","deficit,federal-budget,social-security","President","Illinois",70,71,160,163,9,"an interview with CBS News",473
"545","democrat","barack-obama",578,569,901,988,179,11372,11374,"half-true","For the first time in more than a decade, imports accounted for less than half of (the oil) we consumed.","energy,oil-spill,trade","President","Illinois",70,71,160,163,9,"a press conference",473
"546","democrat","hillary-clinton",578,569,901,988,179,22,22,"mostly-true","We just had the best year for the auto industry in America in history.","economy","Presidential candidate","New York",40,29,69,76,7,"remarks at a Kentucky rally",221
"547","democrat","hillary-clinton",578,569,901,988,179,26,26,"mostly-true","Hate crimes against American Muslims and mosques have tripled after Paris and San Bernardino.","crime,diversity,homeland-security,terrorism","Presidential candidate","New York",40,29,69,76,7,"a speech after a terrorist attack in Orlando",221
"548","democrat","hillary-clinton",578,569,901,988,179,30,30,"true","Says Paul Ryan is still endorsing Trump.","candidates-biography,elections,campaign-advertising","Presidential candidate","New York",40,29,69,76,7,"a tweet",221
"549","democrat","hillary-clinton",578,569,901,988,179,120,120,"mostly-true","After Britains vote to leave the European Union, within 24 hours, Americans lost $100 billion from our 401(k)s.","economy,retirement","Presidential candidate","New York",40,29,69,76,7,"remarks in Cincinnati, Ohio",221
"550","democrat","hillary-clinton",578,569,901,988,179,126,126,"mostly-true","You had more women getting computer sciences degrees in the 80s by a factor of 2-plus than you do now.","education,technology,women","Presidential candidate","New York",40,29,69,76,7,"a conference in Silicon Valley",221
"551","democrat","hillary-clinton",578,569,901,988,179,143,143,"mostly-true","President Obama took more money from Wall Street in the 2008 campaign than anybody ever had.","campaign-finance,economy,elections,financial-regulation,history,stimulus,voting-record","Presidential candidate","New York",40,29,69,76,7,"a Democratic debate in Flint, Mich.",221
"552","democrat","hillary-clinton",578,569,901,988,179,195,195,"mostly-true","Marco Rubio voted against authorizing President Obama to strike Syria after Assad used chemical weapons on his own people.","candidates-biography,congress,foreign-policy,history,terrorism","Presidential candidate","New York",40,29,69,76,7,"a posting on the Clinton website",221
"553","democrat","hillary-clinton",578,569,901,988,179,248,248,"false","We now have driven (health care) costs down to the lowest theyve been in 50 years.","health-care","Presidential candidate","New York",40,29,69,76,7,"comments during the South Carolina Democratic presidential debate",221
"554","democrat","hillary-clinton",578,569,901,988,179,252,252,"mostly-true","The Charleston, S.C., shootershould have never been given a gun, but the universal background check was not fast enough.","corrections-and-updates,guns,homeland-security","Presidential candidate","New York",40,29,69,76,7,"an interview with George Stephanopoulos",221
"555","democrat","hillary-clinton",578,569,901,988,179,465,465,"half-true","When terrorists killed more than 250 Americans in Lebanon under Ronald Reagan, the Democrats didnt make that a partisan issue.","congress,history,terrorism","Presidential candidate","New York",40,29,69,76,7,"a CNN town hall",221
"556","democrat","hillary-clinton",578,569,901,988,179,540,540,"barely-true","Despite keeping distance from national media interviewers, I did local press all along, the last three months.","job-accomplishments,states","Presidential candidate","New York",40,29,69,76,7,"an interview with CNN",221
"557","democrat","hillary-clinton",578,569,901,988,179,542,542,"mostly-true","In 2006, Bernie Sanders voted in the House with hard-line Republicans for indefinite detention for undocumented immigrants, and then he sided with those Republicans to stand with vigilantes known as Minutemen who were taking up outposts along the border to hunt down immigrants.","immigration","Presidential candidate","New York",40,29,69,76,7,"a Democratic presidential debate in Miami",221
"558","democrat","hillary-clinton",578,569,901,988,179,550,550,"false","We are now, for the first time ever, energy independent.","energy,environment,gas-prices,trade","Presidential candidate","New York",40,29,69,76,7,"the second presidential debate",221
"559","democrat","hillary-clinton",578,569,901,988,179,560,560,"half-true","What I have put forward does not add a penny to the debt.","debt","Presidential candidate","New York",40,29,69,76,7,"in the third presidential debate.",221
"560","democrat","hillary-clinton",578,569,901,988,179,643,643,"half-true","Says her campaign platform includes the biggest investment in new, good-paying jobs since World War II.","economy,education,energy,federal-budget,income,infrastructure,jobs,technology","Presidential candidate","New York",40,29,69,76,7,"a campaign speech in Scranton, Pa.",221
"561","democrat","hillary-clinton",578,569,901,988,179,692,692,"half-true","One-half of undocumented workers pay federal income taxes, which means they are paying more federal income taxes than Donald Trump pays.","candidates-biography,immigration,taxes","Presidential candidate","New York",40,29,69,76,7,"a rally in Tampa, Fla.",221
"562","democrat","hillary-clinton",578,569,901,988,179,708,708,"mostly-true","I have 2 and a half million more votes than he (Sanders) does.","elections","Presidential candidate","New York",40,29,69,76,7,"an interview on ABC's ""the View""",221
"563","democrat","hillary-clinton",578,569,901,988,179,757,757,"false","It was allowed, referring to her email practices.","homeland-security,technology","Presidential candidate","New York",40,29,69,76,7,"an interview on ABC",221
"564","democrat","hillary-clinton",578,569,901,988,179,859,859,"pants-fire","Obama ""basically threatened to bomb Pakistan.""","foreign-policy","Presidential candidate","New York",40,29,69,76,7,"a debate in Cleveland, Ohio.",221
"565","democrat","hillary-clinton",578,569,901,988,179,876,876,"false","Says the difference between her and Barack Obama is ""about 35 years of experience.""","candidates-biography","Presidential candidate","New York",40,29,69,76,7,"a campaign event in Robstown, Texas.",221
"566","democrat","hillary-clinton",578,569,901,988,179,902,902,"mostly-true","In Iran in 1979, the extremists hijacked the broad-based popular revolution against the Shah and established a brutal theocracy.","foreign-policy,history","Presidential candidate","New York",40,29,69,76,7,"her book, ""Hard Choices""",221
"567","democrat","hillary-clinton",578,569,901,988,179,948,948,"false","Says Donald Trump doesnt make a thing in America.","job-accomplishments","Presidential candidate","New York",40,29,69,76,7,"a speech at Temple University",221
"568","democrat","hillary-clinton",578,569,901,988,179,958,958,"true","African-American children are 500 percent more likely to die from asthma than white kids.","children,diversity,health-care,public-health","Presidential candidate","New York",40,29,69,76,7,"a speech to the National Urban League in Fort Lauderdale, Fla.",221
"569","democrat","hillary-clinton",578,569,901,988,179,975,975,"mostly-true","Arizona schools rank 45th in the nation, dead last in funding per student.","education","Presidential candidate","New York",40,29,69,76,7,"a political advertisement that aired in Arizona.",221
"570","democrat","hillary-clinton",578,569,901,988,179,996,996,"barely-true","The Republicans still want to privatize (Social Security). In fact, their whole idea is to turn over the Social Security trust fund to Wall Street.","social-security","Presidential candidate","New York",40,29,69,76,7,"the Brooklyn presidential debate",221
"571","democrat","hillary-clinton",578,569,901,988,179,1027,1027,"false","On same-sex marriage.","gays-and-lesbians,marriage","Presidential candidate","New York",40,29,69,76,7,"a video with the Human Rights Campaign.",221
"572","democrat","hillary-clinton",578,569,901,988,179,1045,1045,"half-true","Says she would bring 186,740 new jobs to Wisconsin and Donald Trump would cost Wisconsin 61,050 jobs.","economy,jobs,taxes","Presidential candidate","New York",40,29,69,76,7,"a tweet",221
"573","democrat","hillary-clinton",578,569,901,988,179,1102,1102,"barely-true","It doesn't make sense ""historically"" to drop out because the 1968 race was still competitive when ""Bobby Kennedy was assassinated in June in California.""","elections","Presidential candidate","New York",40,29,69,76,7,"Sioux Falls, S.D.",221
"574","democrat","hillary-clinton",578,569,901,988,179,1108,1108,"true","Right now we are at 90 percent health insurance covered. Thats the highest weve ever been in our country.","health-care","Presidential candidate","New York",40,29,69,76,7,"the second 2016 presidential debate",221
"575","democrat","hillary-clinton",578,569,901,988,179,1121,1121,"barely-true","The only years that anybodys ever seen of Donald Trumps tax returns showed he didnt pay any federal income tax.","candidates-biography,history,income,campaign-advertising,taxes,wealth","Presidential candidate","New York",40,29,69,76,7,"a Presidential debate",221
"576","democrat","hillary-clinton",578,569,901,988,179,1131,1131,"mostly-true","We borrow money from the Chinese to buy oil from the Saudis.","energy","Presidential candidate","New York",40,29,69,76,7,"a debate in Austin, Texas.",221
"577","democrat","hillary-clinton",578,569,901,988,179,1201,1201,"barely-true","The Great Recession emerged in large part because of tax policies that slashed taxes on the wealthy, failed to invest in the middle class, took their eyes off of Wall Street, and created a perfect storm.","economy,financial-regulation,history,taxes","Presidential candidate","New York",40,29,69,76,7,"the first presidential debate at Hofstra University",221
"578","democrat","hillary-clinton",578,569,901,988,179,1350,1350,"mostly-true","Parents and teachers are already worrying about what they call the Trump Effect. They report that bullying and harassment are on the rise in our schools, especially targeting students of color, Muslimsand immigrants.","education,immigration,islam","Presidential candidate","New York",40,29,69,76,7,"remarks in Reno",221
"579","democrat","hillary-clinton",578,569,901,988,179,1424,1424,"false","Says FBI Director James Comeys letter about new developments in the investigation into her emails only went to Republican members of the House.","congress","Presidential candidate","New York",40,29,69,76,7,"a press conference",221
"580","democrat","hillary-clinton",578,569,901,988,179,1472,1472,"half-true","It is a fact that the economy does better when we have a Democrat in the White House.","economy","Presidential candidate","New York",40,29,69,76,7,"a campaign speech",221
"581","democrat","hillary-clinton",578,569,901,988,179,1482,1482,"true","Says Warren Buffett has publicly said his secretary should not be paying a higher tax rate than him.","taxes","Presidential candidate","New York",40,29,69,76,7,"the second presidential debate",221
"582","democrat","hillary-clinton",578,569,901,988,179,1484,1484,"barely-true","My husband didn't wrap up the nomination until June.","elections","Presidential candidate","New York",40,29,69,76,7,"an interview with the <i> Philadelphia Daily News </i> editorial board",221
"583","democrat","hillary-clinton",578,569,901,988,179,1490,1490,"true","Says of Donald Trump, He even said, on his very first day in office, he would require every school in America to let people carry guns into our classrooms.","guns","Presidential candidate","New York",40,29,69,76,7,"a rally in Cincinnati",221
"584","democrat","hillary-clinton",578,569,901,988,179,1561,1561,"half-true","We are seeing kids who are healthier.","children,public-health","Presidential candidate","New York",40,29,69,76,7,"a get-out-the-vote rally in North Carolina",221
"585","democrat","hillary-clinton",578,569,901,988,179,1623,1623,"mostly-true","On average it takes 300 Americans working for a solid year to make as much money as one top CEO.","income,workers","Presidential candidate","New York",40,29,69,76,7,"a Hillary for America campaign ad",221
"586","democrat","hillary-clinton",578,569,901,988,179,1693,1693,"true","Obama served on a board with former Weather Underground member William Ayers and ""that relationship with Mr. Ayers on this board continued after 9/11.""","candidates-biography","Presidential candidate","New York",40,29,69,76,7,"Democratic debate in Philadephia",221
"587","democrat","hillary-clinton",578,569,901,988,179,1807,1807,"mostly-true","George Bush sent people to war without body armor.","iraq","Presidential candidate","New York",40,29,69,76,7,"a debate in Los Angeles",221
"588","democrat","hillary-clinton",578,569,901,988,179,1829,1829,"false","On the Cuba embargo.","congress,florida,foreign-policy,trade","Presidential candidate","New York",40,29,69,76,7,"a speech in Miami",221
